time,X_1D,X_2D,Y_2D
0.00946045,0.0089207,-0.0223289,-0.00230076
0.00949097,0.00887207,-0.02297,-0.00187124
0.00952148,0.00905468,-0.0228338,-0.00221007
0.009552,0.00914185,-0.0232106,-0.00269108
0.00958252,0.0100088,-0.0223343,-0.00255916
0.00961304,0.00987911,-0.0224415,-0.00306495
0.00964355,0.0110065,-0.0225244,-0.00228289
0.00967407,0.0111134,-0.0223229,-0.00171001
0.00970459,0.0112445,-0.0222873,-0.00266132
0.00973511,0.0110997,-0.0219881,-0.00196692
0.00976562,0.0107886,-0.0225713,-0.00134025
0.00979614,0.011191,-0.0222133,-0.0012753
0.00982666,0.0107082,-0.0219721,-0.00164276
0.00985718,0.0104643,-0.0211159,-0.00179217
0.0098877,0.0101033,-0.0213271,-0.00262895
0.00991821,0.0103655,-0.0204543,-0.00296436
0.00994873,0.00955708,-0.021389,-0.00337089
0.00997925,0.0102136,-0.0213987,-0.00345236
0.0100098,0.00905707,-0.0211805,-0.00412379
0.0100403,0.00882629,-0.0213652,-0.00358445
0.0100708,0.00882406,-0.0211101,-0.00411552
0.0101013,0.00862307,-0.0211647,-0.00427393
0.0101318,0.00886319,-0.021224,-0.00432481
0.0101624,0.00858564,-0.0212481,-0.00506192
0.0101929,0.00830341,-0.0214633,-0.00618986
0.0102234,0.00802667,-0.0214892,-0.00658359
0.0102539,0.00755814,-0.0215505,-0.00715799
0.0102844,0.00766546,-0.0210304,-0.00686612
0.0103149,0.00773722,-0.0215271,-0.00741861
0.0103455,0.00841316,-0.0222032,-0.0073447
0.010376,0.0080693,-0.0217158,-0.00669939
0.0104065,0.00759541,-0.0226225,-0.00700534
0.010437,0.00828839,-0.0225856,-0.00614221
0.0104675,0.00781806,-0.0226749,-0.00656283
0.010498,0.00829416,-0.0232679,-0.00723795
0.0105286,0.00854154,-0.0233035,-0.00630953
0.0105591,0.00828382,-0.0235311,-0.0059897
0.0105896,0.00846919,-0.0242061,-0.00548686
0.0106201,0.00846199,-0.0238299,-0.00481425
0.0106506,0.00763504,-0.0232865,-0.00540947
0.0106812,0.00786236,-0.024518,-0.00480599
0.0107117,0.00843466,-0.0241201,-0.00439447
0.0107422,0.0072269,-0.0231551,-0.00416729
0.0107727,0.00622556,-0.0231994,-0.00422499
0.0108032,0.00579294,-0.0233573,-0.0046894
0.0108337,0.0061643,-0.0233841,-0.00481002
0.0108643,0.00642174,-0.0227428,-0.00408891
0.0108948,0.00599288,-0.0225633,-0.00358013
0.0109253,0.00623404,-0.023564,-0.00288869
0.0109558,0.00714256,-0.0230779,-0.00306879
0.0109863,0.0068676,-0.0225271,-0.00294966
0.0110168,0.00658204,-0.0220035,-0.00299986
0.0110474,0.00636135,-0.0225161,-0.00313903
0.0110779,0.00756194,-0.0230098,-0.00303242
0.0111084,0.00772348,-0.0228812,-0.0035386
0.0111389,0.00767035,-0.0223924,-0.00313789
0.0111694,0.00824109,-0.0214773,-0.00400451
0.0112,0.00809713,-0.0216693,-0.00375616
0.0112305,0.00838061,-0.0216559,-0.00490664
0.011261,0.00836066,-0.0218107,-0.0052694
0.0112915,0.00854672,-0.0226875,-0.00555977
0.011322,0.00819616,-0.0220998,-0.00619627
0.0113525,0.00712166,-0.0218541,-0.00618894
0.0113831,0.00690882,-0.02215,-0.00619772
0.0114136,0.00635301,-0.0230721,-0.00643706
0.0114441,0.00722015,-0.0228921,-0.00595507
0.0114746,0.00745942,-0.0237165,-0.00621854
0.0115051,0.007945,-0.0224154,-0.00429944
0.0115356,0.00742346,-0.0232106,-0.0043245
0.0115662,0.00874475,-0.024224,-0.00455325
0.0115967,0.00796413,-0.0244273,-0.00470487
0.0116272,0.00769658,-0.0235869,-0.00451829
0.0116577,0.00824129,-0.0237767,-0.00427925
0.0116882,0.0080305,-0.0231694,-0.00409136
0.0117188,0.00678678,-0.0225022,-0.00442982
0.0117493,0.00619197,-0.0222558,-0.00430995
0.0117798,0.00565733,-0.0222443,-0.00403252
0.0118103,0.00552397,-0.0227968,-0.00414424
0.0118408,0.0051551,-0.0246087,-0.00432039
0.0118713,0.00670336,-0.0232503,-0.00456031
0.0119019,0.00698893,-0.0236916,-0.00463336
0.0119324,0.0074901,-0.0234192,-0.00519483
0.0119629,0.00618686,-0.0242064,-0.00516331
0.0119934,0.00710406,-0.0248401,-0.00617027
0.0120239,0.00695888,-0.023927,-0.00591675
0.0120544,0.00584997,-0.0236265,-0.00587681
0.012085,0.00629161,-0.0234302,-0.00647848
0.0121155,0.00694909,-0.0239426,-0.0059641
0.012146,0.00750201,-0.0246172,-0.00625655
0.0121765,0.0082978,-0.0246783,-0.00614161
0.012207,0.00893091,-0.0246492,-0.00558949
0.0122375,0.00874823,-0.0255051,-0.00532016
0.0122681,0.00865589,-0.0257824,-0.00423469
0.0122986,0.00880876,-0.0268692,-0.00348183
0.0123291,0.00954153,-0.0277065,-0.00262559
0.0123596,0.0092641,-0.0276061,-0.00162558
0.0123901,0.0092366,-0.0275219,-0.00213672
0.0124207,0.00869487,-0.0275316,-0.00204864
0.0124512,0.00813684,-0.0277549,-0.00217931
0.0124817,0.00803062,-0.027883,-0.00218163
0.0125122,0.0077102,-0.0278187,-0.00191248
0.0125427,0.0071906,-0.0281997,-0.00131314
0.0125732,0.00686398,-0.0274169,-0.00131179
0.0126038,0.00660511,-0.0267106,-0.00109016
0.0126343,0.00751296,-0.0278007,-0.00171201
0.0126648,0.00897175,-0.0271674,-0.00148906
0.0126953,0.00862974,-0.0275581,-0.00159507
0.0127258,0.00896006,-0.0277487,-0.00309626
0.0127563,0.00826388,-0.0266692,-0.00310136
0.0127869,0.00775905,-0.0262901,-0.00311224
0.0128174,0.00852737,-0.0263861,-0.00256254
0.0128479,0.00877115,-0.0270051,-0.00353515
0.0128784,0.0085387,-0.0270254,-0.00379538
0.0129089,0.00793994,-0.0269492,-0.00353467
0.0129395,0.00794123,-0.0274469,-0.00329776
0.01297,0.00879069,-0.027892,-0.00368979
0.0130005,0.00906483,-0.0278402,-0.00234613
0.013031,0.00948697,-0.0279555,-0.003022
0.0130615,0.0104072,-0.0284051,-0.00367145
0.013092,0.0106709,-0.0279315,-0.0027642
0.0131226,0.0105995,-0.0275675,-0.00198016
0.0131531,0.0106643,-0.0268799,-0.00121113
0.0131836,0.0106192,-0.0270883,-0.00127598
0.0132141,0.0109304,-0.0279908,-0.000969558
0.0132446,0.0103435,-0.0287659,-0.000642282
0.0132751,0.00996169,-0.0292137,-0.000233775
0.0133057,0.00970757,-0.0300174,-0.00102376
0.0133362,0.0101251,-0.0296055,-0.00134463
0.0133667,0.0101858,-0.029194,-0.00134535
0.0133972,0.0106392,-0.0301381,-0.00113883
0.0134277,0.0110921,-0.0304646,-0.0004387
0.0134583,0.011086,-0.0295996,-0.000368544
0.0134888,0.011699,-0.029982,0.00025046
0.0135193,0.0115757,-0.0312503,0.000366803
0.0135498,0.0102023,-0.030943,-0.000138987
0.0135803,0.0101789,-0.031408,-0.000682022
0.0136108,0.0117347,-0.0308044,-0.000287819
0.0136414,0.0112404,-0.0316852,-0.00110478
0.0136719,0.0118171,-0.0310937,-0.000614352
0.0137024,0.011302,-0.0306579,1.9981e-05
0.0137329,0.0122625,-0.0310122,-0.000186665
0.0137634,0.0126663,-0.0315787,0.000430746
0.0137939,0.0122783,-0.0319681,-0.000398506
0.0138245,0.012648,-0.0318069,-0.000111576
0.013855,0.0131952,-0.0322741,-0.00148303
0.0138855,0.0134475,-0.0317355,-0.00161623
0.013916,0.0130701,-0.0301595,-0.00181638
0.0139465,0.0121103,-0.0299722,-0.00180345
0.0139771,0.0121902,-0.0299542,-0.00255785
0.0140076,0.0130507,-0.0294773,-0.00369442
0.0140381,0.0137416,-0.0297476,-0.00499873
0.0140686,0.0149602,-0.0305214,-0.00498132
0.0140991,0.01543,-0.0311674,-0.00543462
0.0141296,0.0162108,-0.0305136,-0.00532564
0.0141602,0.0171197,-0.0310593,-0.00553719
0.0141907,0.0177126,-0.0310277,-0.00568367
0.0142212,0.0171035,-0.0305695,-0.00588123
0.0142517,0.0176489,-0.0321411,-0.00479439
0.0142822,0.0186217,-0.0312812,-0.00431531
0.0143127,0.0176458,-0.032435,-0.0041046
0.0143433,0.0191066,-0.0328533,-0.0037214
0.0143738,0.0183773,-0.0325983,-0.00414676
0.0144043,0.018385,-0.0325489,-0.00435271
0.0144348,0.0180737,-0.0329524,-0.00476677
0.0144653,0.0175563,-0.0320273,-0.00465453
0.0144958,0.0174185,-0.0326849,-0.00408016
0.0145264,0.0186121,-0.0331297,-0.00498822
0.0145569,0.0187062,-0.0330755,-0.00422633
0.0145874,0.0190136,-0.0321937,-0.00301396
0.0146179,0.0179844,-0.0317723,-0.00347478
0.0146484,0.0177844,-0.0320495,-0.00416511
0.014679,0.0182681,-0.0325334,-0.00423479
0.0147095,0.0180517,-0.0336629,-0.00191945
0.01474,0.0181112,-0.0338447,-0.00224537
0.0147705,0.0175238,-0.0352165,-0.00268525
0.014801,0.0184586,-0.0350882,-0.00193653
0.0148315,0.018201,-0.035381,-0.00198675
0.0148621,0.0187806,-0.0358838,-0.00219968
0.0148926,0.0189382,-0.0356971,-0.00184739
0.0149231,0.0186892,-0.0368868,-0.000938772
0.0149536,0.0191311,-0.0367416,0.000126285
0.0149841,0.0184828,-0.0373033,0.000930821
0.0150146,0.019172,-0.0364334,0.00159839
0.0150452,0.0188508,-0.0363119,0.000716268
0.0150757,0.019964,-0.0360764,0.00183893
0.0151062,0.020982,-0.0372277,0.00160526
0.0151367,0.0221143,-0.038038,0.00318625
0.0151672,0.0227563,-0.0372141,0.00308055
0.0151978,0.0237399,-0.0371947,0.00218377
0.0152283,0.0237919,-0.0383454,0.00217525
0.0152588,0.0230377,-0.0388059,0.00194987
0.0152893,0.02332,-0.0400765,0.00133634
0.0153198,0.0242938,-0.0403216,0.00171323
0.0153503,0.0231759,-0.0402192,0.00182429
0.0153809,0.0230856,-0.0394886,0.000915825
0.0154114,0.022458,-0.0382144,0.00128975
0.0154419,0.0224599,-0.0380496,0.00108541
0.0154724,0.0238819,-0.0375656,0.000797639
0.0155029,0.0241923,-0.0373746,-4.92688e-05
0.0155334,0.024829,-0.0359145,-0.00113969
0.015564,0.0251721,-0.0354087,-0.00193694
0.0155945,0.0257566,-0.035769,-0.000716696
0.015625,0.0253848,-0.0356336,-0.000849335
0.0156555,0.0252474,-0.034187,-0.0018571
0.015686,0.0256067,-0.0336356,-0.00188207
0.0157166,0.0250665,-0.0340029,-0.000915282
0.0157471,0.0236293,-0.0340109,-2.34321e-05
0.0157776,0.023512,-0.0341641,0.000436891
0.0158081,0.0237548,-0.0354691,-0.0004804
0.0158386,0.0232033,-0.0360211,-0.00161085
0.0158691,0.0214978,-0.0358493,-0.00104821
0.0158997,0.0214884,-0.035494,3.35441e-06
0.0159302,0.0222042,-0.0364167,-0.000522134
0.0159607,0.0237387,-0.0363695,-5.63187e-06
0.0159912,0.0239928,-0.0369195,4.50383e-05
0.0160217,0.0240275,-0.0373837,0.000167733
0.0160522,0.0234639,-0.0381514,0.000270679
0.0160828,0.023384,-0.0390418,0.00139203
0.0161133,0.0229999,-0.0388103,0.00135409
0.0161438,0.0229638,-0.039762,0.000866801
0.0161743,0.0240517,-0.0399791,0.000641039
0.0162048,0.0244972,-0.0408469,-0.000378247
0.0162354,0.0256787,-0.0409928,-0.000835844
0.0162659,0.0257412,-0.0418406,-0.000183393
0.0162964,0.0265269,-0.0422489,-0.000175853
0.0163269,0.0268086,-0.0428434,-0.000263371
0.0163574,0.0275308,-0.0439852,-0.000493371
0.0163879,0.0282454,-0.0438628,0.000459976
0.0164185,0.0284117,-0.0450341,-0.000127803
0.016449,0.0292592,-0.0449374,-0.000155672
0.0164795,0.0288106,-0.0448667,0.000219511
0.01651,0.0286343,-0.0460246,0.000572031
0.0165405,0.0284321,-0.0471494,-8.96447e-05
0.016571,0.0288367,-0.048344,0.00139105
0.0166016,0.0292744,-0.0476054,0.00336802
0.0166321,0.0281978,-0.04728,0.00241622
0.0166626,0.0290581,-0.0481318,0.00120531
0.0166931,0.0304562,-0.0476255,0.00115508
0.0167236,0.0306752,-0.0477733,0.00185938
0.0167542,0.0306632,-0.0482911,0.00208987
0.0167847,0.029996,-0.0494276,0.0021774
0.0168152,0.0304104,-0.0490635,0.00199437
