time,X_1D,X_2D,Y_2D
253,-15,2,9
254,-14,2,10
255,-15,1,10
256,-16,2,10
257,-15,3,10
258,-16,4,10
259,-15,4,9
260,-14,3,9
261,-13,2,9
262,-12,3,9
263,-11,2,9
264,-12,3,9
265,-11,2,9
266,-12,2,10
267,-13,3,10
268,-12,3,11
269,-13,3,12
270,-14,3,11
271,-15,2,11
272,-14,1,11
273,-15,0,11
274,-14,0,12
275,-13,1,12
276,-12,2,12
277,-13,3,12
278,-14,3,13
279,-15,2,13
280,-16,2,14
281,-17,2,15
282,-18,1,15
283,-17,2,15
284,-16,2,14
285,-17,1,14
286,-18,0,14
287,-19,0,13
288,-18,1,13
289,-17,1,14
290,-18,0,14
291,-17,0,13
292,-16,1,13
293,-15,1,14
294,-16,1,13
295,-15,0,13
296,-16,-1,13
297,-15,-1,12
298,-14,-1,11
299,-13,-1,10
300,-14,-1,11
301,-13,-1,10
302,-14,-1,11
303,-13,0,11
304,-12,0,12
305,-13,-1,12
306,-12,-1,13
307,-11,-1,14
308,-12,-1,13
309,-11,-2,13
310,-10,-1,13
311,-9,-1,14
312,-10,-1,13
313,-9,-2,13
314,-8,-1,13
315,-7,-2,13
316,-6,-3,13
317,-7,-4,13
318,-6,-3,13
319,-7,-4,13
320,-6,-5,13
321,-5,-5,14
322,-4,-5,15
323,-5,-5,14
324,-6,-5,13
325,-7,-6,13
326,-8,-6,14
327,-9,-6,13
328,-10,-5,13
329,-11,-6,13
330,-12,-7,13
331,-11,-6,13
332,-12,-5,13
333,-11,-5,14
334,-10,-5,13
335,-11,-5,14
336,-12,-5,15
337,-13,-4,15
338,-14,-3,15
339,-15,-4,15
340,-14,-3,15
341,-13,-2,15
342,-14,-1,15
343,-15,-1,16
344,-14,-1,17
345,-15,-1,16
346,-16,-2,16
347,-15,-3,16
348,-14,-2,16
349,-15,-1,16
350,-14,-1,15
351,-15,-1,14
352,-16,-2,14
353,-17,-2,15
354,-18,-1,15
355,-17,-1,14
356,-18,-2,14
357,-17,-3,14
358,-18,-3,13
359,-19,-4,13
360,-18,-4,12
361,-19,-4,13
362,-18,-4,14
363,-17,-5,14
364,-18,-5,15
365,-19,-5,16
366,-18,-6,16
367,-17,-5,16
368,-18,-6,16
369,-17,-7,16
370,-18,-6,16
371,-17,-6,15
372,-18,-6,14
373,-17,-6,13
374,-16,-7,13
375,-17,-7,12
376,-16,-7,13
377,-17,-8,13
378,-18,-9,13
379,-17,-9,14
380,-16,-10,14
381,-15,-11,14
382,-14,-12,14
383,-13,-11,14
384,-14,-11,15
385,-15,-11,16
386,-16,-11,15
387,-15,-10,15
388,-14,-9,15
389,-15,-9,14
390,-14,-9,15
391,-13,-8,15
392,-12,-8,14
393,-11,-7,14
394,-10,-7,13
395,-11,-7,14
396,-10,-8,14
397,-11,-8,13
398,-12,-9,13
399,-11,-10,13
400,-12,-10,14
401,-13,-11,14
402,-12,-12,14
403,-11,-12,13
404,-12,-12,12
405,-11,-13,12
406,-12,-14,12
407,-11,-13,12
408,-10,-14,12
409,-9,-13,12
410,-8,-13,13
411,-7,-13,12
412,-8,-12,12
413,-9,-13,12
414,-10,-12,12
415,-11,-13,12
416,-12,-13,13
417,-11,-13,12
418,-10,-14,12
419,-11,-14,13
420,-12,-14,12
421,-13,-15,12
422,-12,-15,13
423,-13,-15,12
424,-12,-15,13
425,-11,-14,13
426,-10,-14,12
427,-9,-14,11
428,-10,-13,11
429,-9,-13,12
430,-10,-12,12
431,-11,-13,12
432,-12,-13,13
433,-11,-13,14
434,-10,-13,15
435,-9,-13,14
436,-10,-12,14
437,-9,-12,13
438,-10,-11,13
439,-11,-11,12
440,-12,-11,11
441,-13,-11,10
442,-12,-11,11
443,-11,-11,10
444,-12,-12,10
445,-11,-11,10
446,-12,-11,9
447,-13,-12,9
448,-14,-13,9
449,-15,-12,9
450,-16,-12,8
451,-17,-11,8
452,-18,-10,8
453,-19,-11,8
454,-18,-12,8
455,-19,-11,8
456,-20,-12,8
457,-19,-12,7
458,-20,-12,6
459,-21,-11,6
460,-20,-11,5
461,-19,-12,5
462,-20,-13,5
463,-21,-13,6
464,-20,-13,5
465,-19,-13,6
466,-20,-13,7
467,-21,-14,7
468,-20,-15,7
469,-21,-15,8
470,-20,-14,8
471,-21,-14,7
472,-20,-14,6
473,-19,-14,5
474,-20,-14,4
475,-21,-14,3
476,-20,-15,3
477,-19,-15,2
478,-18,-15,3
479,-19,-15,4
480,-18,-14,4
481,-19,-13,4
482,-20,-12,4
483,-21,-11,4
484,-22,-12,4
485,-21,-12,3
486,-20,-12,4
487,-21,-11,4
488,-20,-11,3
489,-21,-10,3
490,-22,-9,3
491,-21,-9,2
492,-22,-10,2
493,-23,-9,2
494,-24,-8,2
495,-23,-8,1
496,-24,-7,1
497,-23,-7,2
498,-22,-7,3
499,-23,-7,4
500,-24,-7,3
501,-25,-7,4
502,-24,-8,4
503,-23,-9,4
504,-24,-10,4
505,-25,-10,3
506,-26,-9,3
507,-25,-8,3
508,-24,-8,4
509,-23,-9,4
510,-22,-9,3
511,-21,-9,2
512,-20,-9,3
513,-21,-8,3
514,-20,-8,2
515,-19,-8,1
516,-18,-7,1
517,-17,-6,1
518,-16,-6,0
519,-15,-6,1
520,-14,-7,1
521,-13,-7,0
522,-12,-6,0
523,-13,-7,0
524,-12,-7,1
525,-11,-7,2
526,-12,-7,3
527,-11,-7,4
528,-12,-8,4
529,-11,-8,3
530,-12,-8,4
531,-11,-7,4
532,-12,-7,3
533,-11,-7,2
534,-10,-8,2
535,-11,-7,2
536,-12,-7,1
537,-11,-7,0
538,-12,-8,0
539,-11,-7,0
540,-12,-8,0
541,-11,-7,0
542,-12,-6,0
543,-13,-6,-1
544,-14,-5,-1
545,-15,-5,-2
546,-16,-5,-3
547,-15,-4,-3
548,-14,-4,-4
549,-13,-4,-3
550,-14,-4,-2
551,-15,-4,-1
552,-16,-4,-2
553,-17,-4,-1
554,-16,-5,-1
555,-15,-4,-1
556,-14,-4,-2
557,-13,-4,-3
558,-12,-4,-2
559,-13,-5,-2
560,-12,-6,-2
561,-13,-6,-1
562,-14,-7,-1
563,-15,-8,-1
564,-14,-9,-1
565,-15,-8,-1
566,-14,-7,-1
567,-15,-8,-1
568,-16,-8,-2
569,-17,-7,-2
570,-18,-6,-2
571,-19,-6,-1
572,-18,-6,0
573,-17,-6,1
574,-18,-5,1
575,-17,-5,0
576,-18,-5,-1
577,-17,-5,0
578,-16,-5,1
579,-15,-4,1
580,-14,-4,0
581,-13,-4,-1
582,-12,-4,0
583,-13,-5,0
584,-12,-6,0
585,-11,-6,-1
586,-12,-6,-2
587,-13,-5,-2
588,-12,-5,-1
589,-13,-4,-1
590,-12,-4,-2
591,-13,-4,-3
592,-14,-5,-3
593,-15,-5,-2
594,-14,-4,-2
595,-13,-3,-2
596,-12,-2,-2
597,-13,-2,-1
598,-14,-3,-1
599,-13,-2,-1
600,-14,-2,-2
601,-13,-2,-1
602,-14,-3,-1
603,-15,-4,-1
604,-16,-4,0
605,-15,-5,0
606,-16,-4,0
607,-17,-5,0
608,-16,-5,1
609,-15,-6,1
610,-14,-6,0
611,-13,-5,0
612,-14,-4,0
613,-15,-4,-1
614,-16,-3,-1
615,-17,-2,-1
616,-16,-1,-1
617,-17,0,-1
618,-16,0,0
619,-17,-1,0
620,-16,-1,1
621,-17,0,1
622,-18,1,1
623,-19,1,2
624,-18,2,2
625,-19,3,2
626,-20,2,2
627,-19,2,3
628,-20,2,4
629,-19,3,4
630,-20,3,5
631,-21,3,4
632,-20,4,4
633,-19,4,3
634,-18,4,2
635,-17,5,2
636,-18,5,3
637,-17,6,3
638,-18,6,2
639,-17,6,3
640,-16,6,4
641,-17,6,5
642,-16,7,5
643,-17,6,5
644,-16,7,5
645,-15,7,4
646,-14,8,4
647,-13,9,4
648,-12,9,5
649,-13,9,6
650,-14,10,6
651,-15,11,6
652,-16,12,6
653,-17,13,6
654,-18,14,6
655,-19,14,5
656,-18,15,5
657,-19,15,6
658,-20,15,5
659,-19,15,6
660,-20,15,5
661,-19,14,5
662,-18,15,5
663,-19,15,4
664,-18,15,3
665,-19,16,3
666,-18,15,3
667,-17,14,3
668,-18,15,3
669,-19,16,3
670,-20,16,2
671,-21,17,2
672,-20,16,2
673,-21,15,2
674,-22,15,1
675,-21,15,0
676,-20,15,1
677,-21,16,1
678,-20,15,1
679,-19,15,2
680,-18,14,2
681,-19,14,1
682,-18,15,1
683,-17,14,1
684,-18,14,2
685,-19,13,2
686,-18,12,2
687,-19,13,2
688,-20,12,2
689,-21,11,2
690,-20,11,3
691,-19,11,2
692,-20,12,2
693,-21,11,2
694,-22,11,3
695,-21,10,3
696,-20,9,3
697,-19,10,3
698,-18,11,3
699,-19,11,2
700,-20,12,2
701,-19,12,3
702,-18,12,4
703,-17,11,4
704,-18,11,5
705,-17,11,6
706,-16,11,7
707,-15,10,7
708,-14,10,8
709,-15,11,8
710,-14,11,7
711,-15,12,7
712,-16,12,6
713,-15,12,5
714,-16,11,5
715,-15,11,4
716,-14,11,3
717,-15,11,4
718,-16,10,4
719,-17,10,5
720,-18,10,6
721,-19,10,7
722,-18,10,6
723,-17,9,6
724,-16,8,6
725,-15,8,7
726,-14,8,6
727,-15,9,6
728,-16,9,5
729,-15,9,6
730,-14,9,5
731,-15,8,5
732,-16,7,5
733,-17,6,5
734,-18,7,5
735,-17,7,6
736,-16,8,6
737,-17,8,7
738,-18,8,8
739,-19,9,8
740,-18,8,8
741,-17,9,8
742,-16,10,8
743,-17,9,8
744,-18,8,8
745,-19,8,9
746,-18,7,9
747,-17,8,9
748,-18,8,8
749,-19,8,7
750,-20,7,7
751,-19,8,7
752,-20,7,7
753,-19,7,6
754,-20,7,5
755,-19,7,6
756,-18,7,7
757,-19,7,8
758,-18,7,9
759,-19,7,10
760,-18,7,9
761,-17,7,8
762,-18,6,8
763,-19,5,8
764,-20,4,8
765,-19,4,9
766,-20,4,10
767,-19,4,11
768,-18,3,11
769,-17,4,11
770,-18,4,10
771,-19,5,10
772,-20,5,11
773,-21,5,10
774,-20,5,9
775,-21,5,10
776,-20,6,10
777,-19,7,10
778,-18,6,10
779,-17,5,10
780,-16,5,11
781,-17,5,12
782,-16,6,12
783,-15,6,11
784,-14,7,11
785,-15,8,11
786,-14,8,10
787,-15,7,10
788,-16,6,10
789,-17,6,9
790,-16,6,8
791,-15,6,7
792,-16,6,6
793,-17,6,7
794,-16,7,7
795,-17,7,6
796,-18,8,6
797,-17,9,6
798,-18,9,7
799,-19,9,8
800,-18,9,7
801,-19,9,8
802,-18,10,8
803,-17,9,8
804,-18,9,7
805,-17,8,7
806,-16,8,8
807,-17,7,8
808,-18,7,9
809,-19,8,9
810,-18,7,9
811,-17,8,9
812,-18,8,10
813,-17,8,11
814,-18,8,10
815,-17,7,10
816,-16,7,11
817,-17,7,10
818,-16,7,9
819,-17,7,8
820,-18,6,8
821,-17,6,9
822,-16,5,9
823,-17,5,8
824,-18,5,7
825,-19,4,7
826,-20,5,7
827,-19,5,8
828,-20,5,7
829,-21,5,6
830,-22,6,6
831,-21,6,7
832,-22,7,7
833,-23,7,8
834,-24,6,8
835,-23,7,8
836,-22,7,7
837,-21,6,7
838,-22,5,7
839,-21,5,6
840,-20,4,6
841,-21,3,6
842,-22,3,5
843,-21,3,4
844,-20,3,5
845,-21,3,4
846,-22,2,4
847,-21,2,5
848,-22,1,5
849,-21,1,6
850,-20,1,5
851,-19,1,4
852,-18,0,4
853,-17,0,3
854,-18,0,4
855,-19,1,4
856,-20,2,4
857,-19,1,4
858,-20,1,5
859,-19,2,5
860,-18,1,5
861,-19,1,6
862,-18,1,5
863,-19,0,5
864,-18,0,4
865,-19,0,5
866,-20,0,6
867,-21,0,7
868,-20,0,8
869,-19,-1,8
870,-18,-2,8
871,-17,-2,9
872,-18,-2,10
873,-17,-1,10
874,-18,0,10
875,-17,1,10
876,-16,2,10
877,-17,1,10
878,-18,1,9
879,-17,2,9
880,-18,3,9
881,-17,3,8
882,-18,4,8
883,-17,4,9
884,-18,4,8
885,-17,4,9
886,-16,4,10
887,-17,3,10
888,-16,3,11
889,-17,3,10
890,-16,4,10
891,-17,4,9
892,-18,4,8
893,-17,4,9
894,-16,3,9
895,-15,4,9
896,-14,4,10
897,-15,4,9
898,-16,3,9
899,-17,4,9
900,-16,4,8
901,-17,5,8
902,-16,5,9
903,-15,5,8
904,-14,6,8
905,-15,6,9
906,-16,6,8
907,-17,5,8
908,-16,5,9
909,-15,4,9
910,-16,5,9
911,-15,6,9
912,-16,5,9
913,-17,4,9
914,-18,4,10
915,-19,5,10
916,-20,5,9
917,-21,4,9
918,-20,5,9
919,-19,6,9
920,-18,7,9
921,-19,8,9
922,-20,9,9
923,-21,9,8
924,-22,10,8
925,-21,10,7
926,-20,10,8
927,-19,10,9
928,-20,10,8
929,-19,11,8
930,-20,10,8
931,-21,11,8
932,-20,11,9
933,-21,12,9
934,-20,12,8
935,-19,12,7
936,-18,13,7
937,-19,13,6
938,-18,13,7
939,-17,13,8
940,-18,12,8
941,-17,11,8
942,-18,12,8
943,-19,12,7
944,-20,12,6
945,-21,12,5
946,-22,11,5
947,-21,10,5
948,-20,9,5
949,-19,9,6
950,-18,10,6
951,-19,10,5
952,-18,9,5
953,-19,9,6
954,-18,9,7
955,-17,10,7
956,-16,11,7
957,-15,11,6
958,-14,10,6
959,-13,10,5
960,-12,9,5
961,-11,9,4
962,-12,8,4
963,-11,7,4
964,-10,7,3
965,-11,6,3
966,-12,7,3
967,-13,6,3
968,-14,6,2
969,-15,7,2
970,-14,6,2
971,-15,6,3
972,-14,6,2
973,-13,6,3
974,-14,6,2
975,-13,6,1
976,-14,5,1
977,-13,5,0
978,-14,5,-1
979,-13,5,0
980,-14,4,0
981,-13,4,1
982,-12,4,0
983,-13,4,-1
984,-12,4,-2
985,-11,4,-3
986,-10,5,-3
987,-9,5,-2
988,-8,5,-1
989,-7,5,-2
990,-6,5,-1
991,-7,6,-1
992,-6,6,-2
993,-5,7,-2
994,-4,6,-2
995,-5,6,-3
996,-4,6,-2
997,-3,6,-3
998,-2,6,-2
999,-3,6,-3
1000,-2,6,-2
1001,-3,6,-3
1002,-4,6,-2
1003,-3,6,-3
1004,-4,5,-3
1005,-5,6,-3
1006,-6,6,-4
1007,-5,6,-3
1008,-6,7,-3
1009,-5,7,-4
1010,-6,7,-3
1011,-5,6,-3
1012,-4,6,-2
1013,-3,5,-2
1014,-2,4,-2
1015,-1,4,-3
1016,0,4,-2
1017,-1,3,-2
1018,-2,4,-2
1019,-1,4,-3
1020,-2,4,-4
1021,-1,4,-3
1022,-2,5,-3
1023,-3,5,-4
1024,-4,5,-5
1025,-5,4,-5
1026,-6,4,-6
1027,-7,4,-7
1028,-6,4,-6
1029,-7,4,-7
1030,-8,4,-8
1031,-7,4,-7
1032,-8,5,-7
1033,-7,5,-8
1034,-6,5,-9
1035,-7,5,-10
1036,-8,5,-11
1037,-9,4,-11
1038,-10,3,-11
1039,-9,4,-11
1040,-8,5,-11
1041,-9,5,-12
1042,-8,5,-11
1043,-9,5,-10
1044,-10,6,-10
1045,-9,5,-10
1046,-10,5,-11
1047,-9,5,-12
1048,-8,4,-12
1049,-7,4,-11
1050,-8,4,-12
1051,-7,4,-11
1052,-8,3,-11
1053,-7,2,-11
1054,-8,3,-11
1055,-7,4,-11
1056,-8,4,-10
1057,-9,3,-10
1058,-10,4,-10
1059,-11,5,-10
1060,-12,4,-10
1061,-11,4,-9
1062,-12,5,-9
1063,-13,4,-9
1064,-14,4,-10
1065,-13,4,-9
1066,-14,3,-9
1067,-15,4,-9
1068,-16,4,-10
1069,-15,3,-10
1070,-16,3,-11
1071,-17,2,-11
1072,-16,3,-11
1073,-17,3,-12
1074,-18,3,-13
1075,-19,3,-14
1076,-20,4,-14
1077,-21,4,-15
1078,-22,4,-16
1079,-23,5,-16
1080,-24,5,-15
1081,-25,5,-16
1082,-24,5,-17
1083,-25,5,-18
1084,-26,5,-17
1085,-27,5,-18
1086,-26,6,-18
1087,-27,6,-17
1088,-26,7,-17
1089,-27,8,-17
1090,-28,9,-17
1091,-27,8,-17
1092,-28,9,-17
1093,-27,9,-16
1094,-26,10,-16
1095,-25,10,-17
1096,-24,11,-17
1097,-25,12,-17
1098,-26,12,-16
1099,-27,11,-16
1100,-26,10,-16
1101,-25,11,-16
1102,-26,10,-16
1103,-27,9,-16
1104,-28,9,-17
1105,-29,8,-17
1106,-28,7,-17
1107,-27,7,-18
1108,-26,8,-18
1109,-27,8,-19
1110,-26,9,-19
1111,-25,9,-20
1112,-26,10,-20
1113,-27,11,-20
1114,-26,12,-20
1115,-25,13,-20
1116,-24,12,-20
1117,-25,13,-20
1118,-26,13,-21
1119,-27,13,-22
1120,-26,13,-21
1121,-27,12,-21
1122,-26,12,-20
1123,-27,11,-20
1124,-26,12,-20
1125,-25,12,-21
1126,-26,13,-21
1127,-25,13,-22
1128,-24,12,-22
1129,-25,11,-22
1130,-26,11,-21
1131,-27,10,-21
1132,-26,10,-22
1133,-25,10,-21
1134,-26,11,-21
1135,-27,11,-22
1136,-28,12,-22
1137,-27,12,-21
1138,-28,13,-21
1139,-27,13,-20
1140,-28,12,-20
1141,-29,12,-19
1142,-28,12,-18
1143,-27,11,-18
1144,-28,11,-19
1145,-29,12,-19
1146,-28,13,-19
1147,-27,14,-19
1148,-28,14,-20
1149,-29,15,-20
1150,-28,14,-20
1151,-29,13,-20
1152,-28,13,-19
1153,-29,12,-19
1154,-28,13,-19
1155,-29,12,-19
1156,-30,12,-20
1157,-31,11,-20
1158,-32,11,-19
1159,-33,10,-19
1160,-32,11,-19
1161,-33,11,-18
1162,-34,11,-19
1163,-33,12,-19
1164,-34,12,-18
1165,-35,12,-17
1166,-36,12,-16
1167,-35,12,-17
1168,-36,13,-17
1169,-37,14,-17
1170,-36,14,-16
1171,-35,13,-16
1172,-36,13,-15
1173,-37,13,-16
1174,-36,14,-16
1175,-35,14,-17
1176,-34,14,-16
1177,-33,14,-17
1178,-32,15,-17
1179,-33,16,-17
1180,-32,15,-17
1181,-31,15,-16
1182,-32,16,-16
1183,-31,17,-16
1184,-30,16,-16
1185,-31,15,-16
1186,-32,16,-16
1187,-31,17,-16
1188,-32,17,-15
1189,-31,17,-14
1190,-32,17,-13
1191,-33,16,-13
1192,-32,16,-14
1193,-33,15,-14
1194,-34,15,-15
1195,-33,14,-15
1196,-32,14,-16
1197,-31,15,-16
1198,-32,15,-17
1199,-33,16,-17
1200,-32,16,-18
1201,-31,17,-18
1202,-32,17,-19
1203,-31,17,-20
1204,-32,16,-20
1205,-33,16,-21
1206,-32,16,-22
1207,-31,15,-22
1208,-30,15,-23
1209,-29,16,-23
1210,-30,16,-22
1211,-29,16,-21
1212,-28,16,-20
1213,-27,17,-20
1214,-26,16,-20
1215,-25,16,-21
1216,-24,16,-20
1217,-23,16,-19
1218,-24,15,-19
1219,-23,15,-20
1220,-24,15,-21
1221,-23,16,-21
1222,-24,16,-20
1223,-23,16,-19
1224,-22,17,-19
1225,-21,18,-19
1226,-22,17,-19
1227,-23,17,-18
1228,-24,17,-17
1229,-25,16,-17
1230,-24,16,-16
1231,-23,16,-15
1232,-22,16,-14
1233,-21,16,-15
1234,-20,16,-14
1235,-21,16,-13
1236,-20,16,-12
1237,-19,16,-13
1238,-20,17,-13
1239,-21,18,-13
1240,-20,18,-12
1241,-21,17,-12
1242,-20,17,-13
1243,-19,18,-13
1244,-18,18,-12
1245,-19,17,-12
1246,-20,18,-12
1247,-21,19,-12
1248,-20,19,-13
1249,-21,19,-12
1250,-22,20,-12
1251,-21,21,-12
1252,-20,22,-12
1253,-21,22,-11
1254,-20,23,-11
1255,-21,23,-10
1256,-20,22,-10
1257,-21,22,-11
1258,-20,22,-12
1259,-19,23,-12
1260,-18,23,-11
1261,-19,23,-12
1262,-18,23,-11
1263,-19,23,-12
1264,-18,23,-11
1265,-19,23,-12
1266,-18,22,-12
1267,-17,22,-11
1268,-18,22,-12
1269,-19,21,-12
1270,-20,20,-12
1271,-19,21,-12
1272,-20,21,-11
1273,-21,21,-10
1274,-22,20,-10
1275,-23,21,-10
1276,-24,21,-9
1277,-23,20,-9
1278,-22,20,-8
1279,-23,19,-8
1280,-22,18,-8
1281,-21,17,-8
1282,-20,17,-9
1283,-21,17,-8
1284,-22,18,-8
1285,-23,18,-7
1286,-22,19,-7
1287,-21,20,-7
1288,-20,20,-8
1289,-19,20,-9
1290,-18,20,-8
1291,-19,20,-9
1292,-20,19,-9
1293,-19,20,-9
1294,-20,21,-9
1295,-21,21,-10
1296,-20,20,-10
1297,-19,19,-10
1298,-18,18,-10
1299,-17,17,-10
1300,-16,16,-10
1301,-15,17,-10
1302,-14,16,-10
1303,-15,16,-9
1304,-14,17,-9
1305,-13,18,-9
1306,-14,18,-8
1307,-15,18,-7
1308,-14,17,-7
1309,-15,16,-7
1310,-14,16,-6
1311,-15,17,-6
1312,-16,17,-5
1313,-17,17,-4
1314,-16,17,-3
1315,-17,17,-4
1316,-18,17,-3
1317,-19,18,-3
1318,-18,18,-4
1319,-19,19,-4
1320,-20,20,-4
1321,-21,20,-3
1322,-20,20,-4
1323,-21,21,-4
1324,-20,21,-3
1325,-21,20,-3
1326,-20,20,-2
1327,-21,21,-2
1328,-22,21,-3
1329,-21,21,-2
1330,-20,22,-2
1331,-19,21,-2
1332,-18,21,-1
1333,-19,21,-2
1334,-18,22,-2
1335,-17,22,-3
1336,-18,21,-3
1337,-17,21,-2
1338,-16,20,-2
1339,-17,21,-2
1340,-18,21,-3
1341,-19,21,-4
1342,-20,21,-3
1343,-21,21,-2
1344,-22,21,-1
1345,-21,21,-2
1346,-20,21,-3
1347,-19,21,-4
1348,-18,22,-4
1349,-19,21,-4
1350,-18,21,-3
1351,-19,21,-2
1352,-20,22,-2
1353,-21,21,-2
1354,-22,20,-2
1355,-23,20,-3
1356,-24,20,-4
1357,-23,20,-5
1358,-22,20,-6
1359,-21,20,-5
1360,-22,21,-5
1361,-23,21,-6
1362,-24,21,-5
1363,-25,20,-5
1364,-24,20,-6
1365,-23,21,-6
1366,-24,21,-5
1367,-23,22,-5
1368,-22,23,-5
1369,-21,22,-5
1370,-20,21,-5
1371,-21,21,-6
1372,-20,22,-6
1373,-19,21,-6
1374,-18,22,-6
1375,-17,22,-7
1376,-16,23,-7
1377,-17,23,-6
1378,-18,23,-5
1379,-19,24,-5
1380,-18,23,-5
1381,-17,24,-5
1382,-16,23,-5
1383,-17,24,-5
1384,-18,24,-4
1385,-19,24,-5
1386,-20,24,-6
1387,-21,23,-6
1388,-22,24,-6
1389,-23,25,-6
1390,-22,25,-7
1391,-23,25,-6
1392,-24,25,-7
1393,-23,25,-8
1394,-22,26,-8
1395,-21,26,-9
1396,-20,27,-9
1397,-21,27,-10
1398,-22,27,-11
1399,-21,27,-12
1400,-20,28,-12
1401,-19,29,-12
1402,-20,29,-13
1403,-21,28,-13
1404,-22,28,-14
1405,-21,28,-13
1406,-20,29,-13
1407,-21,30,-13
1408,-20,29,-13
1409,-21,28,-13
1410,-20,28,-12
1411,-21,28,-11
